id,lastTicketingDate,lastTicketingDateTime,numberOfBookableSeats,validatingAirlineCodes,Duration,Number of Stops,Airline,Base Price,Grand Total Price,Base Price.1,Branded Fares,Branded Fare Labels,Included Checked Bags Quantities,BAGGAGE_description,BAGGAGE_isChargeable,Origin Airport,Flight duration 1,Airport layover 1,Flight duration 2,Airport layover 2,Flight duration 3,First flight departure,Second flight departure,Third flight departure,First flight arrival,Second flight arrival,Third flight arrival,Origin airport,1st layover,2nd layover,Branded Fares Lables,Meal Option,Flight depature date,Departure Time,Arrival Time
442,2024-06-20,2024-06-20,9,AF,16.916666666666668,1,AF,1001.0,1238.16,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CPH,2.0, CDG,8.166666666666666,,,09:45:00,18:30:00,,11:45:00,20:40:00,,CPH, CDG,,LIGHT,SNACK,2024-06-20,Morning,Evening
443,2024-06-20,2024-06-20,9,AF,18.5,1,AF,1001.0,1238.16,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CPH,2.0833333333333335, CDG,8.333333333333334,,,06:20:00,16:30:00,,08:25:00,18:50:00,,CPH, CDG,,LIGHT,SNACK,2024-06-20,Morning,Evening
444,2024-06-20,2024-06-20,9,AF,18.666666666666668,1,AF,1001.0,1238.16,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CPH,2.0, CDG,7.916666666666667,,,09:45:00,20:30:00,,11:45:00,22:25:00,,CPH, CDG,,LIGHT,SNACK,2024-06-20,Morning,Evening
445,2024-06-20,2024-06-20,9,AF,20.333333333333332,1,AF,1001.0,1238.16,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CPH,2.0833333333333335, CDG,8.166666666666666,,,06:20:00,18:30:00,,08:25:00,20:40:00,,CPH, CDG,,LIGHT,SNACK,2024-06-20,Morning,Evening
446,2024-06-20,2024-06-20,9,AF,22.083333333333332,1,AF,1001.0,1248.73,1001.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CPH,2.0833333333333335, CDG,7.916666666666667,,,06:20:00,20:30:00,,08:25:00,22:25:00,,CPH, CDG,,LIGHT,SNACK,2024-06-20,Morning,Evening
447,2024-06-20,2024-06-20,9,AF,12.083333333333334,1,AF,1389.0,1626.16,1389.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG 1PC OF 23KG 158CM,True,CPH,2.0, CDG,8.333333333333334,,,09:45:00,13:30:00,,11:45:00,15:50:00,,CPH, CDG,,LIGHT,SNACK,2024-06-20,Morning,Afternoon
448,2024-06-20,2024-06-20,9,SK,9.0,0,SK,1720.0,1956.03,1720.0,SASGOPRO,SAS GO PRO,1,,,CPH,9.0,,,,,12:40:00,,,15:40:00,,,CPH,,,SASGOPRO,FOOD AND BEVERAGE,2024-06-20,Afternoon,Afternoon
449,2024-06-20,2024-06-20,9,SK,9.0,0,SK,1720.0,1956.03,1720.0,SASGOPRO,SAS GO PRO,1,,,CPH,9.0,,,,,14:40:00,,,17:40:00,,,CPH,,,SASGOPRO,FOOD AND BEVERAGE,2024-06-20,Afternoon,Afternoon
450,2024-05-19,2024-05-19,6,TP,13.5,1,TP,267.0,434.28,267.0,DISCOUNT,DISCOUNT,0,FIRST BAG UP TO 23KG AND 158CM,True,CPH,3.8333333333333335, LIS,8.0,,,12:35:00,17:05:00,,15:25:00,20:05:00,,CPH, LIS,,DISCOUNT,MEAL 1,2024-06-21,Afternoon,Evening
451,2024-05-21,2024-05-21,9,AY,11.833333333333334,1,AY,251.0,476.9,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,1.5, HEL,8.75,,,13:15:00,17:20:00,,15:45:00,19:05:00,,CPH, HEL,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Afternoon,Evening
452,2024-05-21,2024-05-21,9,AY,12.666666666666666,1,AY,251.0,476.9,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,1.5, HEL,8.75,,,12:25:00,17:20:00,,14:55:00,19:05:00,,CPH, HEL,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Afternoon,Evening
453,2024-05-21,2024-05-21,9,AY,16.333333333333332,1,AY,251.0,476.9,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,1.5, HEL,8.75,,,08:45:00,17:20:00,,11:15:00,19:05:00,,CPH, HEL,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Morning,Evening
454,2024-05-21,2024-05-21,9,AY,17.583333333333332,1,AY,251.0,476.9,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,1.5, HEL,8.75,,,07:30:00,17:20:00,,10:00:00,19:05:00,,CPH, HEL,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Morning,Evening
455,2024-05-21,2024-05-21,9,AY,18.333333333333332,1,AY,251.0,476.9,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,1.5, HEL,8.75,,,06:45:00,17:20:00,,09:15:00,19:05:00,,CPH, HEL,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Morning,Evening
456,2024-05-21,2024-05-21,9,AY,29.833333333333332,1,AY,251.0,476.9,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,1.5833333333333335, HEL,8.75,,,19:15:00,17:20:00,,21:50:00,19:05:00,,CPH, HEL,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Evening,Evening
457,2024-05-21,2024-05-21,9,AY,32.083333333333336,1,AY,251.0,476.9,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,1.5, HEL,8.75,,,17:00:00,17:20:00,,19:30:00,19:05:00,,CPH, HEL,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Afternoon,Evening
458,2024-05-21,2024-05-21,1,AY,11.583333333333334,1,AY,251.0,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,2.0, LHR,7.833333333333333,,,16:20:00,19:05:00,,17:20:00,21:55:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Afternoon,Evening
459,2024-05-21,2024-05-21,1,AY,12.583333333333334,1,AY,251.0,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,2.0, LHR,8.0,,,14:30:00,18:05:00,,15:30:00,21:05:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Afternoon,Evening
460,2024-05-21,2024-05-21,1,AY,13.416666666666666,1,AY,251.0,477.16,251.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,2.0, LHR,7.833333333333333,,,14:30:00,19:05:00,,15:30:00,21:55:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Afternoon,Evening
461,2024-05-21,2024-05-21,9,IB,11.833333333333334,1,AY,266.0,491.9,266.0,BASIC,BASIC,0,FIRST CHECKED BAG,True,CPH,1.5, HEL,8.75,,,13:15:00,17:20:00,,15:45:00,19:05:00,,CPH, HEL,,BASIC,MEAL,2024-06-21,Afternoon,Evening
462,2024-05-21,2024-05-21,9,IB,24.833333333333332,1,IB,266.0,495.03,266.0,BASIC,BASIC,0,FIRST CHECKED BAG,True,CPH,3.1666666666666665, MAD,8.25,,,19:50:00,12:25:00,,23:00:00,14:40:00,,CPH, MAD,,BASIC,MEAL,2024-06-21,Evening,Afternoon
463,2024-05-21,2024-05-21,9,IB,29.083333333333332,1,IB,266.0,495.03,266.0,BASIC,BASIC,0,FIRST CHECKED BAG,True,CPH,3.1666666666666665, MAD,8.583333333333334,,,19:50:00,16:20:00,,23:00:00,18:55:00,,CPH, MAD,,BASIC,MEAL,2024-06-21,Evening,Evening
464,2024-05-19,2024-05-19,9,FI,17.833333333333332,1,FI,295.0,498.83,295.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,CPH,3.3333333333333335, KEF,6.166666666666667,,,07:20:00,17:00:00,,08:40:00,19:10:00,,CPH, KEF,,LIGHT,ALCOHOLIC DRINK,2024-06-21,Morning,Evening
465,2024-05-19,2024-05-19,9,FI,26.583333333333332,1,FI,295.0,500.17,295.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,CPH,3.25, KEF,6.166666666666667,,,22:35:00,17:00:00,,23:50:00,19:10:00,,CPH, KEF,,LIGHT,ALCOHOLIC DRINK,2024-06-21,Evening,Evening
466,2024-05-19,2024-05-19,9,FI,32.333333333333336,1,FI,295.0,500.17,295.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,CPH,3.25, KEF,6.166666666666667,,,16:50:00,17:00:00,,18:05:00,19:10:00,,CPH, KEF,,LIGHT,ALCOHOLIC DRINK,2024-06-21,Afternoon,Evening
467,2024-05-21,2024-05-21,9,LO,15.666666666666666,1,LO,349.0,549.56,349.0,ECONOBAG,ECONOMY NO BAG,0,1 ST CHECKED BAG UP TO 23KG,True,CPH,1.4166666666666667, WAW,9.5,,,10:40:00,16:50:00,,12:05:00,20:20:00,,CPH, WAW,,ECONOBAG,HOT DINNER,2024-06-21,Morning,Evening
468,2024-05-21,2024-05-21,9,LO,19.333333333333332,1,LO,349.0,549.56,349.0,ECONOBAG,ECONOMY NO BAG,0,1 ST CHECKED BAG UP TO 23KG,True,CPH,1.4166666666666667, WAW,9.5,,,07:00:00,16:50:00,,08:25:00,20:20:00,,CPH, WAW,,ECONOBAG,HOT DINNER,2024-06-21,Morning,Evening
469,2024-05-19,2024-05-19,9,FI,11.166666666666666,1,FI,347.0,550.83,347.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,CPH,3.3333333333333335, KEF,6.166666666666667,,,14:00:00,17:00:00,,15:20:00,19:10:00,,CPH, KEF,,LIGHT,ALCOHOLIC DRINK,2024-06-21,Afternoon,Evening
470,2024-05-19,2024-05-19,9,FI,14.166666666666666,1,FI,347.0,550.83,347.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,CPH,3.3333333333333335, KEF,6.333333333333333,,,14:00:00,19:50:00,,15:20:00,22:10:00,,CPH, KEF,,LIGHT,ALCOHOLIC DRINK,2024-06-21,Afternoon,Evening
471,2024-05-19,2024-05-19,9,FI,20.833333333333332,1,FI,347.0,550.83,347.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,CPH,3.3333333333333335, KEF,6.333333333333333,,,07:20:00,19:50:00,,08:40:00,22:10:00,,CPH, KEF,,LIGHT,ALCOHOLIC DRINK,2024-06-21,Morning,Evening
472,2024-05-19,2024-05-19,9,FI,29.583333333333332,1,FI,347.0,552.17,347.0,LIGHT,ECONOMY LIGHT,0,CHECKED BAG UP TO 23KG,True,CPH,3.25, KEF,6.333333333333333,,,22:35:00,19:50:00,,23:50:00,22:10:00,,CPH, KEF,,LIGHT,ALCOHOLIC DRINK,2024-06-21,Evening,Evening
473,2024-06-21,2024-06-21,7,JU,27.083333333333332,1,JU,465.0,555.74,465.0,,,2,,,CPH,2.1666666666666665, BEG,10.0,,,20:20:00,13:25:00,,22:30:00,17:25:00,,CPH, BEG,,,,2024-06-21,Evening,Afternoon
474,2024-05-21,2024-05-21,1,AY,23.333333333333332,1,AY,341.0,567.16,341.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,2.0, LHR,7.75,,,17:45:00,08:20:00,,18:45:00,11:05:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Afternoon,Morning
475,2024-05-21,2024-05-21,1,AY,24.75,1,AY,341.0,567.16,341.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,2.0, LHR,7.75,,,16:20:00,08:20:00,,17:20:00,11:05:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Afternoon,Morning
476,2024-05-21,2024-05-21,1,AY,24.75,1,AY,341.0,567.16,341.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,2.0, LHR,7.75,,,17:45:00,09:45:00,,18:45:00,12:30:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Afternoon,Afternoon
477,2024-05-21,2024-05-21,1,AY,26.166666666666668,1,AY,341.0,567.16,341.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,2.0, LHR,7.75,,,16:20:00,09:45:00,,17:20:00,12:30:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Afternoon,Afternoon
478,2024-05-21,2024-05-21,1,AY,26.583333333333332,1,AY,341.0,567.16,341.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,2.0, LHR,7.75,,,14:30:00,08:20:00,,15:30:00,11:05:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Afternoon,Morning
479,2024-05-21,2024-05-21,8,LO,14.75,1,LO,429.0,629.56,429.0,ECONOBAG,ECONOMY NO BAG,0,1 ST CHECKED BAG UP TO 23KG,True,CPH,1.4166666666666667, WAW,9.333333333333334,,,07:00:00,12:25:00,,08:25:00,15:45:00,,CPH, WAW,,ECONOBAG,HOT DINNER,2024-06-21,Morning,Afternoon
480,2024-05-21,2024-05-21,9,AY,12.416666666666666,1,AY,430.0,656.16,430.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,2.0833333333333335, LHR,7.833333333333333,,,11:05:00,14:40:00,,12:10:00,17:30:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Morning,Afternoon
481,2024-05-21,2024-05-21,9,AY,14.166666666666666,1,AY,430.0,656.16,430.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,2.0833333333333335, LHR,7.916666666666667,,,11:05:00,16:20:00,,12:10:00,19:15:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Morning,Evening
482,2024-05-21,2024-05-21,9,AY,16.0,1,AY,430.0,656.16,430.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,2.0833333333333335, LHR,8.0,,,11:05:00,18:05:00,,12:10:00,21:05:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Morning,Evening
483,2024-05-21,2024-05-21,9,AY,16.833333333333332,1,AY,430.0,656.16,430.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,2.0833333333333335, LHR,7.833333333333333,,,11:05:00,19:05:00,,12:10:00,21:55:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Morning,Evening
484,2024-05-21,2024-05-21,1,AY,26.666666666666668,1,AY,430.0,656.16,430.0,ELIGHT,ECONOMY LIGHT,0,CHECKED BAGGAGE UP TO 23KGS,True,CPH,2.0, LHR,7.75,,,17:45:00,11:40:00,,18:45:00,14:25:00,,CPH, LHR,,ELIGHT,MEAL AND BEVERAGE,2024-06-21,Afternoon,Afternoon
485,2024-05-21,2024-05-21,4,LO,13.416666666666666,1,LO,349.0,664.56,349.0,ECOSTAND,ECONOMY STANDARD,1,PREPAID TO 23KG OR EXC DIM,True,CPH,1.3333333333333333, WAW,9.5,,,12:55:00,16:50:00,,14:15:00,20:20:00,,CPH, WAW,,ECOSTAND,HOT DINNER,2024-06-21,Afternoon,Evening
486,2024-05-21,2024-05-21,4,IB,30.166666666666668,1,IB,445.0,670.2,445.0,BASIC,BASIC,0,FIRST CHECKED BAG,True,CPH,3.0, BCN,8.916666666666666,,,21:30:00,18:45:00,,00:30:00,21:40:00,,CPH, BCN,,BASIC,MEAL,2024-06-21,Evening,Evening
487,2024-05-21,2024-05-21,9,TK,18.166666666666668,1,TK,489.0,761.46,489.0,RS,RESTRICTED,2,1 PIECE X 8 KG CABIN BAGGAGE,False,CPH,3.4166666666666665, IST,10.75,,,10:20:00,18:45:00,,14:45:00,22:30:00,,CPH, IST,,RS,MEAL SERVICE,2024-06-21,Morning,Evening
488,2024-05-21,2024-05-21,9,UX,17.75,2,UX,551.0,774.0,551.0,STANDARD,STANDARD,1,FIRST CHECKED BAGGAGE,False,CPH,1.4166666666666667, AMS,2.6666666666666665, MAD,8.25,06:00:00,11:00:00,15:30:00,07:25:00,13:40:00,17:45:00,CPH, AMS, MAD,STANDARD,,2024-06-21,Morning,Afternoon
489,2024-05-21,2024-05-21,9,UX,41.75,2,UX,551.0,783.28,551.0,STANDARD,STANDARD,1,FIRST CHECKED BAGGAGE,False,CPH,1.4166666666666667, AMS,2.6666666666666665, MAD,8.25,06:00:00,19:00:00,15:30:00,07:25:00,21:40:00,17:45:00,CPH, AMS, MAD,STANDARD,,2024-06-21,Morning,Afternoon
490,2024-05-21,2024-05-21,9,UX,17.75,2,UX,611.0,834.0,611.0,STANDARD,STANDARD,1,FIRST CHECKED BAGGAGE,False,CPH,1.4166666666666667, AMS,2.5833333333333335, MAD,8.25,06:00:00,09:30:00,15:30:00,07:25:00,12:05:00,17:45:00,CPH, AMS, MAD,STANDARD,,2024-06-21,Morning,Afternoon
491,2024-05-21,2024-05-21,9,UX,41.75,2,UX,611.0,834.0,611.0,STANDARD,STANDARD,1,FIRST CHECKED BAGGAGE,False,CPH,1.4166666666666667, AMS,2.5833333333333335, MAD,8.25,06:00:00,07:00:00,15:30:00,07:25:00,09:35:00,17:45:00,CPH, AMS, MAD,STANDARD,,2024-06-21,Morning,Afternoon
492,2024-05-21,2024-05-21,9,LO,25.833333333333332,1,LO,671.0,871.56,671.0,ECONOBAG,ECONOMY NO BAG,0,1 ST CHECKED BAG UP TO 23KG,True,CPH,1.4166666666666667, WAW,9.333333333333334,,,19:55:00,12:25:00,,21:20:00,15:45:00,,CPH, WAW,,ECONOBAG,HOT DINNER,2024-06-21,Evening,Afternoon
493,2024-05-19,2024-05-19,4,IB,17.833333333333332,1,IB,938.0,1017.95,938.0,,,1,,,CPH,3.0, BCN,8.916666666666666,,,09:50:00,18:45:00,,12:50:00,21:40:00,,CPH, BCN,,,,2024-06-21,Morning,Evening
494,2024-06-21,2024-06-21,9,AZ,18.583333333333332,2,AZ,858.0,1061.5,858.0,ECOFLEX,ECONOMY FLEX,1,,,CPH,2.0833333333333335, CDG,2.0833333333333335, FCO,9.75,06:20:00,11:40:00,15:10:00,08:25:00,13:45:00,18:55:00,CPH, CDG, FCO,ECOFLEX,MEAL AND WINE,2024-06-21,Morning,Evening
495,2024-05-25,2024-05-25,9,AC,14.983333333333333,1,AC,904.0,1108.46,904.0,BASIC,BASIC,0,CHECKED BAG FIRST,True,CPH,7.583333333333333, YUL,1.8166666666666667,,,12:20:00,19:30:00,,13:55:00,21:19:00,,CPH, YUL,,BASIC,COMPLIMENTARY MEAL,2024-06-21,Afternoon,Evening
496,2024-05-25,2024-05-25,9,UA,14.983333333333333,1,UA,904.0,1108.46,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,CPH,7.583333333333333, YUL,1.8166666666666667,,,12:20:00,19:30:00,,13:55:00,21:19:00,,CPH, YUL,,BE,,2024-06-21,Afternoon,Evening
497,2024-05-25,2024-05-25,9,UA,11.916666666666666,1,UA,904.0,1111.71,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,CPH,1.5833333333333335, MUC,8.916666666666666,,,08:55:00,11:55:00,,10:30:00,14:50:00,,CPH, MUC,,BE,,2024-06-21,Morning,Afternoon
498,2024-05-25,2024-05-25,9,UA,12.166666666666666,1,UA,904.0,1112.23,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,CPH,1.5833333333333335, BRU,8.416666666666666,,,06:50:00,10:35:00,,08:25:00,13:00:00,,CPH, BRU,,BE,,2024-06-21,Morning,Afternoon
499,2024-05-25,2024-05-25,9,AC,15.966666666666667,1,AC,904.0,1113.83,904.0,BASIC,BASIC,0,CHECKED BAG FIRST,True,CPH,8.25, YYZ,1.8833333333333333,,,12:25:00,20:30:00,,14:40:00,22:23:00,,CPH, YYZ,,BASIC,COMPLIMENTARY MEAL,2024-06-21,Afternoon,Evening
500,2024-05-25,2024-05-25,9,UA,15.966666666666667,1,UA,904.0,1113.83,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,CPH,8.25, YYZ,1.8833333333333333,,,12:25:00,20:30:00,,14:40:00,22:23:00,,CPH, YYZ,,BE,,2024-06-21,Afternoon,Evening
501,2024-05-25,2024-05-25,9,UA,11.25,1,UA,904.0,1114.61,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,CPH,1.5, FRA,8.916666666666666,,,14:50:00,17:10:00,,16:20:00,20:05:00,,CPH, FRA,,BE,,2024-06-21,Afternoon,Evening
502,2024-05-25,2024-05-25,9,UA,13.083333333333334,1,UA,904.0,1114.61,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,CPH,1.5, FRA,8.5,,,06:20:00,10:55:00,,07:50:00,13:25:00,,CPH, FRA,,BE,,2024-06-21,Morning,Afternoon
503,2024-05-25,2024-05-25,9,UA,16.416666666666668,1,UA,904.0,1114.61,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,CPH,1.5, FRA,8.916666666666666,,,09:40:00,17:10:00,,11:10:00,20:05:00,,CPH, FRA,,BE,,2024-06-21,Morning,Evening
504,2024-05-25,2024-05-25,9,UA,19.75,1,UA,904.0,1114.61,904.0,BE,BASIC ECONOMY,0,CHECKED BAG FIRST,True,CPH,1.5, FRA,8.916666666666666,,,06:20:00,17:10:00,,07:50:00,20:05:00,,CPH, FRA,,BE,,2024-06-21,Morning,Evening
505,2024-05-25,2024-05-25,9,OS,16.166666666666668,1,OS,904.0,1128.81,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,CPH,1.6666666666666665, VIE,8.0,,,09:50:00,18:00:00,,11:30:00,20:00:00,,CPH, VIE,,ECOLIGHT,CATERING ON EUROPE FLTS,2024-06-21,Morning,Evening
506,2024-05-25,2024-05-25,9,OS,16.25,1,OS,904.0,1128.81,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,CPH,1.6666666666666665, VIE,9.166666666666666,,,09:50:00,16:55:00,,11:30:00,20:05:00,,CPH, VIE,,ECOLIGHT,CATERING ON EUROPE FLTS,2024-06-21,Morning,Evening
507,2024-05-25,2024-05-25,9,OS,19.0,1,OS,904.0,1128.81,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,CPH,1.6666666666666665, VIE,8.0,,,07:00:00,18:00:00,,08:40:00,20:00:00,,CPH, VIE,,ECOLIGHT,CATERING ON EUROPE FLTS,2024-06-21,Morning,Evening
508,2024-05-25,2024-05-25,9,OS,19.083333333333332,1,OS,904.0,1128.81,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,CPH,1.6666666666666665, VIE,9.166666666666666,,,07:00:00,16:55:00,,08:40:00,20:05:00,,CPH, VIE,,ECOLIGHT,CATERING ON EUROPE FLTS,2024-06-21,Morning,Evening
509,2024-05-25,2024-05-25,9,LX,12.833333333333334,1,LX,904.0,1128.85,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,CPH,1.8333333333333335, ZRH,9.166666666666666,,,09:40:00,13:20:00,,11:30:00,16:30:00,,CPH, ZRH,,ECOLIGHT,CATERING ON EUROPE AND CAI FLT,2024-06-21,Morning,Afternoon
510,2024-05-25,2024-05-25,9,LH,12.0,1,LH,904.0,1129.21,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,CPH,1.5833333333333335, MUC,8.916666666666666,,,08:50:00,11:55:00,,10:25:00,14:50:00,,CPH, MUC,,ECOLIGHT,CATERING ON EUROPE FLTS,2024-06-21,Morning,Afternoon
511,2024-05-25,2024-05-25,9,LH,14.75,1,LH,904.0,1129.21,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,CPH,1.5833333333333335, MUC,8.916666666666666,,,06:05:00,11:55:00,,07:40:00,14:50:00,,CPH, MUC,,ECOLIGHT,CATERING ON EUROPE FLTS,2024-06-21,Morning,Afternoon
512,2024-05-25,2024-05-25,9,LH,15.166666666666666,1,LH,904.0,1129.21,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,CPH,1.5833333333333335, MUC,8.0,,,12:50:00,20:00:00,,14:25:00,22:00:00,,CPH, MUC,,ECOLIGHT,CATERING ON EUROPE FLTS,2024-06-21,Afternoon,Evening
513,2024-05-25,2024-05-25,9,LH,11.166666666666666,1,LH,904.0,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,CPH,1.5, FRA,8.0,,,14:50:00,18:00:00,,16:20:00,20:00:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS,2024-06-21,Afternoon,Evening
514,2024-05-25,2024-05-25,9,LH,11.25,1,LH,904.0,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,CPH,1.5, FRA,8.916666666666666,,,14:50:00,17:10:00,,16:20:00,20:05:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS,2024-06-21,Afternoon,Evening
515,2024-05-25,2024-05-25,9,LH,13.666666666666666,1,LH,904.0,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,CPH,1.5, FRA,7.583333333333333,,,14:50:00,20:55:00,,16:20:00,22:30:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS,2024-06-21,Afternoon,Evening
516,2024-05-25,2024-05-25,9,LH,14.333333333333334,1,LH,904.0,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,CPH,1.5, FRA,8.833333333333334,,,14:50:00,20:20:00,,16:20:00,23:10:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS,2024-06-21,Afternoon,Evening
517,2024-05-25,2024-05-25,4,LH,14.0,1,LH,904.0,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,CPH,1.5, FRA,8.0,,,12:00:00,18:00:00,,13:30:00,20:00:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS,2024-06-21,Afternoon,Evening
518,2024-05-25,2024-05-25,4,LH,14.0,1,LH,904.0,1132.11,904.0,ECOLIGHT,ECONOMY LIGHT,0,1ST BAG UPTO50LB23KG 62LI158CM,True,CPH,1.5, FRA,10.0,,,12:00:00,16:00:00,,13:30:00,20:00:00,,CPH, FRA,,ECOLIGHT,CATERING ON EUROPE FLTS,2024-06-21,Afternoon,Evening
